01/04/21 (05:45:07) | INFO: New instance of bpytop version 1.0.63 started with pid 136545
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
30/05/21 (02:56:31) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
30/05/21 (02:56:31) | DEBUG: Collect and draw completed in 0.109497 seconds
30/05/21 (02:56:31) | DEBUG: Init completed in 0.171496 seconds
30/05/21 (17:33:22) | INFO: New instance of bpytop version 1.0.65 started with pid 38354
30/05/21 (17:33:22) | INFO: Loglevel set to DEBUG
30/05/21 (17:33:22) | DEBUG: Using psutil version 5.8.0
30/05/21 (17:33:22) | DEBUG: CMD: /usr/bin/bpytop
30/05/21 (17:33:22) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
30/05/21 (17:33:22) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
30/05/21 (17:33:22) | DEBUG: Collect and draw completed in 0.206728 seconds
30/05/21 (17:33:22) | DEBUG: Init completed in 0.244759 seconds
31/05/21 (04:24:07) | INFO: New instance of bpytop version 1.0.65 started with pid 105445
31/05/21 (04:24:07) | INFO: Loglevel set to DEBUG
31/05/21 (04:24:07) | DEBUG: Using psutil version 5.8.0
31/05/21 (04:24:07) | DEBUG: CMD: /usr/bin/bpytop
31/05/21 (04:24:07) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
31/05/21 (04:24:07) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
31/05/21 (04:24:07) | DEBUG: Collect and draw completed in 0.143447 seconds
31/05/21 (04:24:07) | DEBUG: Init completed in 0.186690 seconds
31/05/21 (08:37:45) | INFO: New instance of bpytop version 1.0.65 started with pid 143804
31/05/21 (08:37:45) | INFO: Loglevel set to DEBUG
31/05/21 (08:37:45) | DEBUG: Using psutil version 5.8.0
31/05/21 (08:37:45) | DEBUG: CMD: /usr/bin/bpytop
31/05/21 (08:37:45) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
31/05/21 (08:37:45) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
31/05/21 (08:37:46) | DEBUG: Collect and draw completed in 0.115187 seconds
31/05/21 (08:37:46) | DEBUG: Init completed in 0.161436 seconds
31/05/21 (08:38:10) | INFO: New instance of bpytop version 1.0.65 started with pid 143838
31/05/21 (08:38:10) | INFO: Loglevel set to DEBUG
31/05/21 (08:38:10) | DEBUG: Using psutil version 5.8.0
31/05/21 (08:38:10) | DEBUG: CMD: /usr/bin/bpytop
31/05/21 (08:38:10) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
31/05/21 (08:38:10) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
31/05/21 (08:38:10) | DEBUG: Collect and draw completed in 0.065037 seconds
31/05/21 (08:38:10) | DEBUG: Init completed in 0.116598 seconds
31/05/21 (14:33:21) | INFO: New instance of bpytop version 1.0.65 started with pid 177919
31/05/21 (14:33:21) | INFO: Loglevel set to DEBUG
31/05/21 (14:33:21) | DEBUG: Using psutil version 5.8.0
31/05/21 (14:33:21) | DEBUG: CMD: /usr/bin/bpytop
31/05/21 (14:33:21) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
31/05/21 (14:33:22) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
31/05/21 (14:33:22) | DEBUG: Collect and draw completed in 0.166325 seconds
31/05/21 (14:33:22) | DEBUG: Init completed in 0.214188 seconds
31/05/21 (15:48:06) | INFO: New instance of bpytop version 1.0.65 started with pid 185398
31/05/21 (15:48:06) | INFO: Loglevel set to DEBUG
31/05/21 (15:48:06) | DEBUG: Using psutil version 5.8.0
31/05/21 (15:48:06) | DEBUG: CMD: /usr/bin/bpytop
31/05/21 (15:48:06) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
31/05/21 (15:48:06) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
31/05/21 (15:48:06) | DEBUG: Collect and draw completed in 0.205601 seconds
31/05/21 (15:48:06) | DEBUG: Init completed in 0.297086 seconds
01/06/21 (10:21:17) | INFO: New instance of bpytop version 1.0.65 started with pid 247547
01/06/21 (10:21:17) | INFO: Loglevel set to DEBUG
01/06/21 (10:21:17) | DEBUG: Using psutil version 5.8.0
01/06/21 (10:21:17) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (10:21:17) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (10:21:17) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (10:21:17) | DEBUG: Collect and draw completed in 0.070140 seconds
01/06/21 (10:21:17) | DEBUG: Init completed in 0.110959 seconds
01/06/21 (11:18:58) | INFO: New instance of bpytop version 1.0.65 started with pid 256032
01/06/21 (11:18:58) | INFO: Loglevel set to DEBUG
01/06/21 (11:18:58) | DEBUG: Using psutil version 5.8.0
01/06/21 (11:18:58) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (11:18:58) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (11:18:58) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (11:18:58) | DEBUG: Collect and draw completed in 0.066978 seconds
01/06/21 (11:18:58) | DEBUG: Init completed in 0.097412 seconds
01/06/21 (11:54:37) | INFO: New instance of bpytop version 1.0.65 started with pid 2956
01/06/21 (11:54:37) | INFO: Loglevel set to DEBUG
01/06/21 (11:54:37) | DEBUG: Using psutil version 5.8.0
01/06/21 (11:54:37) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (11:54:37) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (11:54:37) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (11:54:37) | DEBUG: Collect and draw completed in 0.127681 seconds
01/06/21 (11:54:37) | DEBUG: Init completed in 0.168590 seconds
01/06/21 (11:58:18) | INFO: New instance of bpytop version 1.0.65 started with pid 3457
01/06/21 (11:58:18) | INFO: Loglevel set to DEBUG
01/06/21 (11:58:18) | DEBUG: Using psutil version 5.8.0
01/06/21 (11:58:18) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (11:58:18) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (11:58:18) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (11:58:18) | DEBUG: Collect and draw completed in 0.058976 seconds
01/06/21 (11:58:18) | DEBUG: Init completed in 0.100631 seconds
01/06/21 (12:20:20) | INFO: New instance of bpytop version 1.0.65 started with pid 8197
01/06/21 (12:20:20) | INFO: Loglevel set to DEBUG
01/06/21 (12:20:20) | DEBUG: Using psutil version 5.8.0
01/06/21 (12:20:20) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (12:20:20) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (12:20:20) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (12:20:20) | DEBUG: Collect and draw completed in 0.144433 seconds
01/06/21 (12:20:20) | DEBUG: Init completed in 0.188394 seconds
01/06/21 (12:36:29) | INFO: New instance of bpytop version 1.0.66 started with pid 19899
01/06/21 (12:36:29) | INFO: Loglevel set to DEBUG
01/06/21 (12:36:29) | DEBUG: Using psutil version 5.8.0
01/06/21 (12:36:29) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (12:36:29) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
01/06/21 (12:36:29) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (12:36:29) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (12:36:29) | DEBUG: Collect and draw completed in 0.205597 seconds
01/06/21 (12:36:29) | DEBUG: Init completed in 0.285846 seconds
01/06/21 (12:37:42) | INFO: New instance of bpytop version 1.0.66 started with pid 995
01/06/21 (12:37:42) | INFO: Loglevel set to DEBUG
01/06/21 (12:37:42) | DEBUG: Using psutil version 5.8.0
01/06/21 (12:37:42) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (12:37:42) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
01/06/21 (12:37:42) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (12:37:42) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (12:37:42) | DEBUG: Collect and draw completed in 0.121451 seconds
01/06/21 (12:37:42) | DEBUG: Init completed in 0.165411 seconds
01/06/21 (12:43:19) | INFO: New instance of bpytop version 1.0.66 started with pid 4740
01/06/21 (12:43:19) | INFO: Loglevel set to DEBUG
01/06/21 (12:43:19) | DEBUG: Using psutil version 5.8.0
01/06/21 (12:43:19) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (12:43:19) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
01/06/21 (12:43:19) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (12:43:19) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (12:43:20) | DEBUG: Collect and draw completed in 0.123600 seconds
01/06/21 (12:43:20) | DEBUG: Init completed in 0.165203 seconds
01/06/21 (13:02:11) | INFO: New instance of bpytop version 1.0.66 started with pid 8162
01/06/21 (13:02:11) | INFO: Loglevel set to DEBUG
01/06/21 (13:02:11) | DEBUG: Using psutil version 5.8.0
01/06/21 (13:02:11) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (13:02:11) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
01/06/21 (13:02:11) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (13:02:11) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (13:02:11) | DEBUG: Collect and draw completed in 0.152429 seconds
01/06/21 (13:02:11) | DEBUG: Init completed in 0.196938 seconds
01/06/21 (14:13:04) | INFO: Exiting. Runtime 1:10:52 

01/06/21 (14:13:10) | INFO: New instance of bpytop version 1.0.66 started with pid 14795
01/06/21 (14:13:10) | INFO: Loglevel set to DEBUG
01/06/21 (14:13:10) | DEBUG: Using psutil version 5.8.0
01/06/21 (14:13:10) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (14:13:10) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (14:13:10) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (14:13:10) | DEBUG: Collect and draw completed in 0.204325 seconds
01/06/21 (14:13:10) | DEBUG: Init completed in 0.247720 seconds
01/06/21 (15:32:53) | INFO: New instance of bpytop version 1.0.66 started with pid 26820
01/06/21 (15:32:53) | INFO: Loglevel set to DEBUG
01/06/21 (15:32:53) | DEBUG: Using psutil version 5.8.0
01/06/21 (15:32:53) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (15:32:53) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (15:32:53) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (15:32:53) | DEBUG: Collect and draw completed in 0.112186 seconds
01/06/21 (15:32:53) | DEBUG: Init completed in 0.160029 seconds
01/06/21 (20:40:44) | INFO: New instance of bpytop version 1.0.66 started with pid 59222
01/06/21 (20:40:44) | INFO: Loglevel set to DEBUG
01/06/21 (20:40:44) | DEBUG: Using psutil version 5.8.0
01/06/21 (20:40:44) | DEBUG: CMD: /usr/bin/bpytop
01/06/21 (20:40:44) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
01/06/21 (20:40:44) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
01/06/21 (20:40:44) | DEBUG: Collect and draw completed in 0.178820 seconds
01/06/21 (20:40:44) | DEBUG: Init completed in 0.209629 seconds
02/06/21 (11:22:25) | INFO: New instance of bpytop version 1.0.66 started with pid 93302
02/06/21 (11:22:25) | INFO: Loglevel set to DEBUG
02/06/21 (11:22:25) | DEBUG: Using psutil version 5.8.0
02/06/21 (11:22:25) | DEBUG: CMD: /usr/bin/bpytop
02/06/21 (11:22:25) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
02/06/21 (11:22:25) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
02/06/21 (11:22:25) | DEBUG: Collect and draw completed in 0.065692 seconds
02/06/21 (11:22:25) | DEBUG: Init completed in 0.099657 seconds
02/06/21 (12:07:42) | INFO: New instance of bpytop version 1.0.66 started with pid 121948
02/06/21 (12:07:42) | INFO: Loglevel set to DEBUG
02/06/21 (12:07:42) | DEBUG: Using psutil version 5.8.0
02/06/21 (12:07:42) | DEBUG: CMD: /usr/bin/bpytop
02/06/21 (12:07:42) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
02/06/21 (12:07:42) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
02/06/21 (12:07:42) | DEBUG: Collect and draw completed in 0.068815 seconds
02/06/21 (12:07:42) | DEBUG: Init completed in 0.111018 seconds
02/06/21 (12:30:59) | INFO: New instance of bpytop version 1.0.66 started with pid 131753
02/06/21 (12:30:59) | INFO: Loglevel set to DEBUG
02/06/21 (12:30:59) | DEBUG: Using psutil version 5.8.0
02/06/21 (12:30:59) | DEBUG: CMD: /usr/bin/bpytop
02/06/21 (12:30:59) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
02/06/21 (12:30:59) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
02/06/21 (12:30:59) | DEBUG: Collect and draw completed in 0.065305 seconds
02/06/21 (12:30:59) | DEBUG: Init completed in 0.107582 seconds
02/06/21 (12:34:43) | INFO: New instance of bpytop version 1.0.66 started with pid 132771
02/06/21 (12:34:43) | INFO: Loglevel set to DEBUG
02/06/21 (12:34:43) | DEBUG: Using psutil version 5.8.0
02/06/21 (12:34:43) | DEBUG: CMD: /usr/bin/bpytop
02/06/21 (12:34:43) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
02/06/21 (12:34:43) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
02/06/21 (12:34:43) | DEBUG: Collect and draw completed in 0.060283 seconds
02/06/21 (12:34:43) | DEBUG: Init completed in 0.101748 seconds
02/06/21 (12:35:11) | INFO: New instance of bpytop version 1.0.66 started with pid 133025
02/06/21 (12:35:11) | INFO: Loglevel set to DEBUG
02/06/21 (12:35:11) | DEBUG: Using psutil version 5.8.0
02/06/21 (12:35:11) | DEBUG: CMD: /usr/bin/bpytop
02/06/21 (12:35:11) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
02/06/21 (12:35:11) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
02/06/21 (12:35:11) | DEBUG: Collect and draw completed in 0.059200 seconds
02/06/21 (12:35:11) | DEBUG: Init completed in 0.102009 seconds
02/06/21 (16:30:58) | INFO: New instance of bpytop version 1.0.66 started with pid 226980
02/06/21 (16:30:58) | INFO: Loglevel set to DEBUG
02/06/21 (16:30:58) | DEBUG: Using psutil version 5.8.0
02/06/21 (16:30:58) | DEBUG: CMD: /usr/bin/bpytop
02/06/21 (16:30:58) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
02/06/21 (16:30:58) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
02/06/21 (16:30:58) | DEBUG: Collect and draw completed in 0.202200 seconds
02/06/21 (16:30:58) | DEBUG: Init completed in 0.250049 seconds
03/06/21 (02:50:37) | INFO: New instance of bpytop version 1.0.66 started with pid 49003
03/06/21 (02:50:37) | INFO: Loglevel set to DEBUG
03/06/21 (02:50:37) | DEBUG: Using psutil version 5.8.0
03/06/21 (02:50:37) | DEBUG: CMD: /usr/bin/bpytop
03/06/21 (02:50:37) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
03/06/21 (02:50:38) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
03/06/21 (02:50:38) | DEBUG: Collect and draw completed in 0.154016 seconds
03/06/21 (02:50:38) | DEBUG: Init completed in 0.205822 seconds
03/06/21 (02:51:55) | INFO: New instance of bpytop version 1.0.66 started with pid 61222
03/06/21 (02:51:55) | INFO: Loglevel set to DEBUG
03/06/21 (02:51:55) | DEBUG: Using psutil version 5.8.0
03/06/21 (02:51:55) | DEBUG: CMD: /usr/bin/bpytop
03/06/21 (02:51:55) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
03/06/21 (02:51:55) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
03/06/21 (02:51:55) | DEBUG: Collect and draw completed in 0.110919 seconds
03/06/21 (02:51:55) | DEBUG: Init completed in 0.144283 seconds
03/06/21 (15:45:23) | INFO: New instance of bpytop version 1.0.66 started with pid 132890
03/06/21 (15:45:23) | INFO: Loglevel set to DEBUG
03/06/21 (15:45:23) | DEBUG: Using psutil version 5.8.0
03/06/21 (15:45:23) | DEBUG: CMD: /usr/bin/bpytop
03/06/21 (15:45:23) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
03/06/21 (15:45:23) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
03/06/21 (15:45:23) | DEBUG: Collect and draw completed in 0.076590 seconds
03/06/21 (15:45:23) | DEBUG: Init completed in 0.120341 seconds
04/06/21 (03:38:30) | INFO: New instance of bpytop version 1.0.66 started with pid 308497
04/06/21 (03:38:30) | INFO: Loglevel set to DEBUG
04/06/21 (03:38:30) | DEBUG: Using psutil version 5.8.0
04/06/21 (03:38:30) | DEBUG: CMD: /usr/bin/bpytop
04/06/21 (03:38:30) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
04/06/21 (03:38:30) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
04/06/21 (03:38:30) | DEBUG: Collect and draw completed in 0.073468 seconds
04/06/21 (03:38:30) | DEBUG: Init completed in 0.116958 seconds
04/06/21 (03:38:32) | INFO: New instance of bpytop version 1.0.66 started with pid 308571
04/06/21 (03:38:32) | INFO: Loglevel set to DEBUG
04/06/21 (03:38:32) | DEBUG: Using psutil version 5.8.0
04/06/21 (03:38:32) | DEBUG: CMD: /usr/bin/bpytop
04/06/21 (03:38:32) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
04/06/21 (03:38:32) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
04/06/21 (03:38:32) | DEBUG: Collect and draw completed in 0.065949 seconds
04/06/21 (03:38:32) | DEBUG: Init completed in 0.110312 seconds
04/06/21 (03:43:01) | INFO: New instance of bpytop version 1.0.66 started with pid 310169
04/06/21 (03:43:01) | INFO: Loglevel set to DEBUG
04/06/21 (03:43:01) | DEBUG: Using psutil version 5.8.0
04/06/21 (03:43:01) | DEBUG: CMD: /usr/bin/bpytop
04/06/21 (03:43:01) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
04/06/21 (03:43:01) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
04/06/21 (03:43:01) | DEBUG: Collect and draw completed in 0.065151 seconds
04/06/21 (03:43:01) | DEBUG: Init completed in 0.112387 seconds
04/06/21 (04:35:16) | INFO: New instance of bpytop version 1.0.66 started with pid 14443
04/06/21 (04:35:16) | INFO: Loglevel set to DEBUG
04/06/21 (04:35:16) | DEBUG: Using psutil version 5.8.0
04/06/21 (04:35:16) | DEBUG: CMD: /usr/bin/bpytop
04/06/21 (04:35:16) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
04/06/21 (04:35:17) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
04/06/21 (04:35:17) | DEBUG: Collect and draw completed in 0.101790 seconds
04/06/21 (04:35:17) | DEBUG: Init completed in 0.143998 seconds
04/06/21 (04:37:59) | INFO: New instance of bpytop version 1.0.66 started with pid 15280
04/06/21 (04:37:59) | INFO: Loglevel set to DEBUG
04/06/21 (04:37:59) | DEBUG: Using psutil version 5.8.0
04/06/21 (04:37:59) | DEBUG: CMD: /usr/bin/bpytop
04/06/21 (04:37:59) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
04/06/21 (04:38:00) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
04/06/21 (04:38:00) | DEBUG: Collect and draw completed in 0.088910 seconds
04/06/21 (04:38:00) | DEBUG: Init completed in 0.136623 seconds
04/06/21 (04:54:21) | INFO: New instance of bpytop version 1.0.66 started with pid 18145
04/06/21 (04:54:21) | INFO: Loglevel set to DEBUG
04/06/21 (04:54:21) | DEBUG: Using psutil version 5.8.0
04/06/21 (04:54:21) | DEBUG: CMD: /usr/bin/bpytop
04/06/21 (04:54:21) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
04/06/21 (04:54:21) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
04/06/21 (04:54:21) | DEBUG: Collect and draw completed in 0.134510 seconds
04/06/21 (04:54:22) | DEBUG: Init completed in 0.180080 seconds
